Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари
2015-03-27,"970,00","970,00","970,00","970,00","-3,00",191,185.27,185.27
2020-08-13,"970,00","970,00","970,00","970,00","0,00",542,525.74,525.74
2023-04-27,"615,00","615,00","615,00","615,00","-36,60",542,333.33,333.33
